Milliseconds,X,Y,Z
28201,10.457855,4.2930756,1.1910706
28252,10.299973,4.8447876,0.5922394
28301,9.845444,5.3389435,1.666336
28351,8.8407135,5.2621765,0.73005676
28401,8.539307,4.4226074,1.6996155
28451,7.8981934,5.6795654,1.5617981
28502,7.3719025,5.4061127,2.008545
28551,6.9987335,6.0393677,1.6758575
28603,6.8934784,6.8213806,2.1701202
28651,6.3576202,6.3848114,2.1463623
28702,5.850464,6.74942,2.0323029
28752,5.328964,6.5959015,2.7974854
28802,4.3146667,6.5335236,1.8802185
28852,4.6591644,6.4807434,4.0854645
28902,4.663925,7.0468597,3.0493774
28952,4.692642,7.7904816,3.7765503
29001,3.7070618,7.11882,2.9067993
29051,4.257263,7.353897,4.356369
29102,4.2333374,7.6993256,3.9904327
29151,4.018036,7.771286,3.9191284
29201,4.3098907,7.636963,4.4846954
29251,4.175934,7.838455,4.2042847
29301,4.6782837,7.9776,4.4134216
29351,4.5347595,8.111908,4.4609375
